"final_hostname","final_ip","_time","final_ip_type","final_ip_subnet_network_type","final_ip_zone","final_ip_zone_location",metisCreatedDate,shortDescription,primarySupportGroup,primaryUsedBy
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Regional Service - Western Europe","Anouk op den Kamp (GUG-SAWM)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Italy, Greece, Adria2","Michele Bavaro (BarP/CTG1)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n\a","Business Link Philippines_CSG","May Anne Gabas (SO/OPM5.1-ML)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East5","Alexander Riffel (XC-CP/EPO-Hi)"
na,"10.143.169.178","2025-10-29T06:00:00.000+0100","Bosch Intranet",RASVPN,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Northern Europe UK","Nimesh Chauhan (BEG/EPJ3-UK)"
an0z1749,"10.15.159.94","2025-11-03T13:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-204_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_8","DE_An_Ansbach",,,,
an0z1782,"10.15.161.113","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-206_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_6","DE_An_Ansbach","2025-09-09T14:13:24.000+00:00","n/a","ITM-AE-AnP CSG","Clemens Eiserloh (AnP/MOE2.2)"
an0z1464,"10.15.161.114","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-206_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_6","DE_An_Ansbach",,,,
an0x5367,"10.15.161.85","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-206_FERTIGUNGSNETZ_ABS8_ENDMONTAGE_L3_6","DE_An_Ansbach",,,,
an0ns24b,"10.15.171.15","2025-10-27T13:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-216_FERTIGUNGSNETZ_EHB3_VORMONTAGE","DE_An_Ansbach",,,,
na,"10.15.180.234","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-221_FERTIGUNGSNETZ_NOX_ENDMONTAGE_L3_30","DE_An_Ansbach",,,,
an0n0068,"10.15.184.20","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
an0n0070,"10.15.184.27","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
an0x1383,"10.15.184.4","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
"an0n0067-ip3","10.15.184.48","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
168802329an0n0094,"10.15.184.82","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
bw168159,"10.15.184.83","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-225_FERTIGUNGSNETZ_BRECHSTATIONEN","DE_An_Ansbach",,,,
nu0x2899,"10.15.212.27","2025-10-27T11:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-NU-330_NUP1_FERTIGUNGSNETZ_MESSMASCHINEN_BAU142","DE_Nu_Nuernberg","2025-09-09T14:13:24.000+00:00","Mikroskop Axioplan 2 PC1 -noRSA","ITM-PS-NuP1-QMM CSG","Peter Ernst (PS/QMM-NuP1)"
nu0x2949,"10.15.212.29","2025-11-18T14:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-NU-330_NUP1_FERTIGUNGSNETZ_MESSMASCHINEN_BAU142","DE_Nu_Nuernberg","2025-09-09T14:13:24.000+00:00","Mikroskop Axioplan 2 PC2 -noRSA","ITM-PS-NuP1-QMM CSG","Peter Ernst (PS/QMM-NuP1)"
nu0x2950,"10.15.212.30","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-NU-330_NUP1_FERTIGUNGSNETZ_MESSMASCHINEN_BAU142","DE_Nu_Nuernberg","2025-09-09T14:13:24.000+00:00","Mikroskop Axio Imager PC3 -noRSA","ITM-PS-NuP1-QMM CSG","Peter Ernst (PS/QMM-NuP1)"
nu0x2951,"10.15.212.31","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-NU-330_NUP1_FERTIGUNGSNETZ_MESSMASCHINEN_BAU142","DE_Nu_Nuernberg","2025-09-09T14:13:24.000+00:00","REM -noRSA","ITM-PS-NuP1-QMM CSG","Peter Ernst (PS/QMM-NuP1)"
batef34qlrzdvb3,"10.15.225.18","2025-11-19T06:00:00.000+0100","Bosch Intranet",Service,NONE,NONE,"2025-09-09T14:13:24.000+00:00","WEB TEF34 Web B QLR Alt","Germany North East2","Rainer Schoberth (BaP/TEF2.3)"
na,"10.16.121.11","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-983_VLAN-983-FERTIGUNG_BAU401_FMR","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00",TV3,"Germany North East2","Melanie Oltenburger (PS/QMM-BaP-W745-B)"
na,"10.16.121.9","2025-10-27T14:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-983_VLAN-983-FERTIGUNG_BAU401_FMR","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","TV4 TV4   Dauerlaufraumgeraet","Germany North East2","Manfred Fink (BaP/MFI2.3)"
ba0y1018,"10.16.155.10","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0pc20024,"10.16.155.11","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Hr. Kloos Stefan TTB-Lader1 MAE PC 09-01-0-0-0","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1027,"10.16.155.12","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0pc20025,"10.16.155.13","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Hr. Kloos Stefan TTB-Lader2 MAE PC 09-01-0-0-0","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1026,"10.16.155.14","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0pc20463,"10.16.155.15","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Hr. Kloos Stefan OKM Messgeraet 09-01-0-0-0","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1021,"10.16.155.19","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Messraum gr. Schreibtisch","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0z2228,"10.16.155.32","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","IPM-Blickle","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0pc20613,"10.16.155.33","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","IPM Messgeraet 09-03-0-1-2","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1023,"10.16.155.5","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0pc6945,"10.16.155.6","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","Hr. Kloos Stefan 09-01-0-1-2","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1024,"10.16.155.7","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1020,"10.16.155.8","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016","Germany North East2","Stefan Kloos (BaP/W830-WS)"
ba0y1028,"10.16.155.9","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BA-981_VLAN-981-FERTIGUNG_BAU411_SCHLEIFEREI","DE_Ba_Bamberg","2025-09-09T14:13:24.000+00:00","GS-395016 TTB7","Germany North East2","Stefan Kloos (BaP/W830-WS)"
na,"10.166.240.145","2025-11-11T10:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-BID-0200_MSE7_VLAN","IN_Bid_Bidadi",,,,
an0z1440,"10.17.117.31","2025-11-19T06:00:00.000+0100","Bosch Intranet",Office,NONE,NONE,,,,
an0x5796,"10.17.128.3","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-258_FERTIGUNGSNETZ_ABS9_L107","DE_An_Ansbach",,,,
an0x4306,"10.17.20.176","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-238_FERTIGUNGSNETZ_ABS_GEN9_KTL1_LAENGSTAKTSYSTEME","DE_An_Ansbach",,,,
an0nv054,"10.17.21.19","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-239_FERTIGUNGSNETZ_ABS8_VORMONTAGE_L2_3","DE_An_Ansbach",,,,
na,"10.17.22.236","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-240_FERTIGUNGSNETZ_FORD_CD_4_L1","DE_An_Ansbach","2025-09-09T14:13:24.000+00:00","n/a","Germany North East1","Luca Ortner (AnP/W5910-1)"
an0z1090,"10.17.24.14","2025-11-08T11:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-242_FERTIGUNGSNETZ_HAL_103","DE_An_Ansbach",,,,
an0x5250,"10.17.37.176","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-247_FERTIGUNGSNETZ_ABS9_L204_KTL2","DE_An_Ansbach",,,,
an0z1088,"10.17.39.1","2025-11-17T08:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-0249_FERTIGUNGSNETZ_TEF_LABOR","DE_An_Ansbach",,,,
an0z2108,"10.17.42.41","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AN-252_FERTIGUNGSNETZ_L106","DE_An_Ansbach",,,,
wx0qmm02,"10.177.104.34","2025-11-01T00:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00",WX0QMM02,"ESX Server Service",
na,"10.182.132.57","2025-10-29T15:00:00.000+0100","Bosch Intranet",Office,NONE,NONE,,,,
"pg-ut3095c","10.182.135.101","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang","2025-09-09T14:13:24.000+00:00","FCT20_N012","ITM-AE-PgP1 CSG","MOE7PG1 Production PrRBMA (PgP1/TEF7)"
"pg-ut2791c","10.182.135.130","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
"pg-ut3512c","10.182.135.148","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
"pg-ut2804c","10.182.135.161","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
"pg-ut2991c","10.182.135.165","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
"pg-ut4220c","10.182.135.225","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
na,"10.182.135.230","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-300_B108L1REDZ01","MY_Pg_Penang",,,,
"moe3-7002","10.182.136.133","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-310_B108L1REDZ02","MY_Pg_Penang","2025-09-09T14:13:24.000+00:00","FCT30_H011","ITM-AE-PgP1 CSG","MOE7PG1 Production PrRBMA (PgP1/TEF7)"
na,"10.182.136.136","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-310_B108L1REDZ02","MY_Pg_Penang",,,,
na,"10.182.136.223","2025-11-12T16:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-310_B108L1REDZ02","MY_Pg_Penang",,,,
na,"10.182.136.225","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-310_B108L1REDZ02","MY_Pg_Penang",,,,
na,"10.182.136.250","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-PG-310_B108L1REDZ02","MY_Pg_Penang",,,,
"hc-c-0034d","10.185.64.96","2025-11-11T05:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific SEA Vietnam -Vn-","Duc Nguyen Tuan (SX/EIT-MM-TM-OS)"
"hc-c-0034d","10.185.64.96","2025-11-11T05:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Asia/Pacific SEA Vietnam -Vn-","Duc Nguyen Tuan (SX/EIT-MM-TM-OS)"
sgpvm00795,"10.187.170.138","2025-11-18T17:00:00.000+0100","Bosch Security Layer",Server,"RSZ-SL4-485_VMGT_SGP",Singapore,"2025-09-09T14:13:24.000+00:00","New Infra - Scan Engine 4 -4","ESX Server Service",
sgpvm00796,"10.187.170.139","2025-11-18T17:00:00.000+0100","Bosch Security Layer",Server,"RSZ-SL4-485_VMGT_SGP",Singapore,"2025-09-09T14:13:24.000+00:00","New infra - scanner 12 - 3","ESX Server Service",
sgpvm00797,"10.187.170.140","2025-11-18T17:00:00.000+0100","Bosch Security Layer",Server,"RSZ-SL4-485_VMGT_SGP",Singapore,"2025-09-09T14:13:24.000+00:00","New infra - scanner 11 - 3","ESX Server Service",
promikst2,"10.225.103.60","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-JU2-11_GLOBALA-BCM","MX_Ju2_Juarez_CH","2025-09-09T14:13:24.000+00:00","Flash / PC","ITM-AE-JU-JUP1 CSG","Juan Angel Rascon Valdez (JuP1/MFP71)"
ad0vm00024,"10.225.43.203","2025-11-17T05:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Monitoring for RBNA-HSE2","ESX Server Service",
na,"10.225.49.77","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AD-251_TCMQMM","US_Ad_Anderson_SC",,,,
na,"10.225.49.78","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AD-251_TCMQMM","US_Ad_Anderson_SC",,,,
"ju-3c7c6a","10.225.98.22","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-JU2-4_PK3","MX_Ju2_Juarez_CH","2025-09-09T14:13:24.000+00:00","FINAL / PC / TS5400","ITM-AE-JU-JUP1 CSG","Juan Angel Rascon Valdez (JuP1/MFP71)"
na,"10.225.99.86","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-JU2-18_ROTAX","MX_Ju2_Juarez_CH","2025-09-09T14:13:24.000+00:00","VERIFICACION CONECTOR / DESKTOP","ITM-AE-JU-JUP1 CSG","Luis Enrique Cordero Villegas (JuP1/MFP51)"
na,"10.226.214.175","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-JU2-260_PSZ-B203","MX_Ju2_Juarez_CH",,,,
aguvm00010,"10.227.86.13","2025-11-16T04:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","ProMaster Virtualized Application Server","ESX Server Service",
misvm00005,"10.228.124.207","2025-11-16T05:00:00.000+0100","Bosch Intranet",Server,NONE,NONE,"2025-09-09T14:13:24.000+00:00","Robo Machine WMS","ESX Server Service",
"mx4-c-00008","10.228.6.144","2025-10-22T22:00:00.000+0200","Bosch Intranet",Office,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Latin America - Region 3","EXTERNAL Luis Alberto Hernandez Garcia (RBMX/HSE1.1-SF)"
na,"10.228.86.38","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.39","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.40","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.41","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.42","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.43","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.46","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.47","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.228.86.48","2025-11-11T19:00:00.000+0100","Bosch Security Layer",Engeneering,"ENZ-SL4-AGU-0016_QMMLAB","MX_Agu_Aguascalientes_AG",,,,
na,"10.23.234.122","2025-10-22T17:00:00.000+0200","Bosch Intranet",Service,NONE,NONE,,,,
na,"10.23.234.126","2025-10-20T18:00:00.000+0200","Bosch Intranet",Service,NONE,NONE,,,,
na,"10.23.234.85","2025-11-05T14:00:00.000+0100","Bosch Intranet",Service,NONE,NONE,,,,
na,"10.23.234.99","2025-10-28T19:00:00.000+0100","Bosch Intranet",Service,NONE,NONE,,,,
ca0vm00280,"10.234.70.138","2025-11-18T17:00:00.000+0100","Bosch Security Layer",Server,"RSZ-SL4-443_VMGT_CA",Campinas,"2025-09-09T14:13:24.000+00:00","New Infra - Scan engine 3 -4","ESX Server Service",
ca0vm00281,"10.234.70.139","2025-11-18T17:00:00.000+0100","Bosch Security Layer",Server,"RSZ-SL4-443_VMGT_CA",Campinas,"2025-09-09T14:13:24.000+00:00","New Infra - scanner 1  - 3","ESX Server Service",
ad13aa5e9,"10.24.164.122","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-AD-3_RWD-LINE-3","US_Ad_Anderson_SC",,,,
kw102672,"10.24.177.207","2025-11-19T06:00:00.000+0100","Bosch Intranet",Manufacturing,NONE,NONE,,,,
"tl-c-0036t","10.24.219.153","2025-11-13T19:00:00.000+0100","Bosch Intranet",NONE,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","LA Dispatch","Itzel Nava Valdes (TlP/HRL1)"
"tl-c-0036t","10.24.219.153","2025-11-13T19:00:00.000+0100","Bosch Intranet",NONE,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","LA Dispatch","Itzel Nava Valdes (TlP/HRL1)"
"tl-c-0026h","10.24.219.70","2025-11-01T12:00:00.000+0100","Bosch Intranet",NONE,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Latin America - Region 3","Andres Gonzalez Eligio (C/AUP11-MX12)"
"tl-c-002uy","10.24.222.115","2025-10-29T01:00:00.000+0100","Bosch Intranet",NONE,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Latin America - Region 3","Samuel Ramirez Becerra (TlP/LOW11)"
"tl-c-002ue","10.24.222.83","2025-10-25T14:00:00.000+0200","Bosch Intranet",NONE,NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Latin America - Region 3","Leon Diaz Torres (TlP/LOW23)"
aguets203,"10.24.243.167","2025-11-10T23:00:00.000+0100","Bosch Security Layer",Lab,"ENZ-SL4-AGUP-0015_ECP","MX_Agu_Aguascalientes_AG",,,,
na,"10.24.243.181","2025-11-10T23:00:00.000+0100","Bosch Security Layer",Lab,"ENZ-SL4-AGUP-0015_ECP","MX_Agu_Aguascalientes_AG",,,,
"eh-c-00176","10.27.113.117","2025-11-05T09:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East3","Jens Schulze (EhP/TEF3.2)"
"eh-c-00176","10.27.113.117","2025-11-05T09:00:00.000+0100","Bosch Intranet","Office_WLAN",NONE,NONE,"2025-09-09T14:13:24.000+00:00","n/a","Germany North East3","Jens Schulze (EhP/TEF3.2)"
"hl-z1268","10.28.19.214","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Moehwald Pruefstand CRI2000-HQ INV10314","ITM-PS-HlP CSG","Richard Billinger (HlP/MFW11)"
"hl-z2667","10.28.19.232","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Trumpf Laser IMA-Anlage INV10652","ITM-PS-HlP CSG","Richard Billinger (HlP/MFW11)"
"hl-z2552","10.28.19.233","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Fernwartungsrechner SEC-Lan","Germany South East, Austria2","Stefan Entfellner (HlP/TEF4)"
"hl-z1926","10.28.19.246","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0019_SECURE-FLAECHENNETZ-HL101","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00",INV10589,"ITM-PS-HlP CSG","Alexander Fischer (HlP/MFE12)"
hl22032,"10.28.45.136","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Pruefstand Moehwald Testing","ITM-PS-HlP CSG","Rupert Entfellner (HlP/MFW12)"
"hl-z3513","10.28.45.149","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","LineoMatic - Luftmessschlitten","ITM-PS-HlP CSG","Andreas Lienbacher (HlP/TEF1)"
hl22807,"10.28.45.217","2025-10-27T10:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0045_SECURE_FLAECHENNETZ_WERK1_HL1XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Schraub PC INV10326","ITM-PS-HlP CSG","Patrick Schnitzhofer (HlP/MFW15)"
"hl-z1984","10.28.46.192","2025-11-13T07:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","QMM Pruefstand CRI-2000-Hl","ITM-PS-HlP CSG","Nikolaus Wallinger (PS/QMM1-HlP)"
"hl-z1399","10.28.46.218","2025-11-19T06:00:00.000+0100","Bosch Security Layer",Manufacturing,"MFZ-SL4-HL-0046_SECURE_FLAECHENNETZ_WERK1_HL2XX","AT_Hl_Hallein","2025-09-09T14:13:24.000+00:00","Laserbeschriftung INV 10476","ITM-PS-HlP CSG","Arno Seiringer (HlP/COS)"
